1.54,五彩繽紛 平行世界
4.315,夢幻奇跡 大飽眼福
6.0,OP
8.9,同住一個星球的我們 拉起一個圈 拉起一個圈
8.0,END
13.45,一個大大的圓圈
27.5,呐 時不時的 過來玩玩吧
32.88,這裡啊 能讓你忘記時間的流逝呢
39.385,不管是願望 自言自語 還是信念
44.125,只要給口袋施加魔法
48.9,就全都變成雪白的絨毛 軟綿綿
52.275,手握馬克杯
56.01,耳邊傳來孩子們的聲音
61.89,轉起來 Rough & laugh for you
64.705,轉起來 Loop & Loop do you?
67.48,聚起來 再散開
70.145,笑靨如花
72.985,五彩繽紛 平行世界
75.76,夢幻奇跡 大飽眼福
80.37,同住一個星球的我們 拉起一個圈 拉起一個圈
84.915,一個大大的圓圈
102.28,"パンダくんの 新しいバイト
熊貓的新兼職"
109.985,"こんにちは～
大家早～"
114.04,"なに その格好
你這打扮 怎麼搞的啊"
118.575,"クフフ… 週１で新しいバイト始めるの
我又找了一份每週幹一天的兼職"
123.085,"えぇ やめるんじゃなくて 増やすの
誒 不是辭掉而是又找了一份？"
126.11,"そうだよ
是哦"
130.555,"かわいいね パンダ柄
熊貓圖案真可愛啊"
134.935,"わかる 笹子さん
笹子小姐 你也覺得吧？"
137.43,"で どんなバイトなの
找的什麼兼職啊"
139.455,"ローラー
滾筒"
141.09,"ローラー?
滾筒？"
143.835,"皆目見当つかないんだけど
完全不曉得你在說什麼"
147.465,"知らないの ローラーだよ ローラー
不知道麼 就是滾筒哦 滾筒【ローラー】"
153.91,"カーラー それやったよね
卷髮棒【カーラー】 這個說過了吧"
156.755,"セーラー それもやったよね
水手服【セーラー】 這個也搞過吧"
159.17,"ディーラー それも…
莊家【ディーラー】 這個也…"
161.32,"あ… それだ
對了 就是那個"
162.6,"えっ
誒？"
164.875,"ローラーじゃなくて ディーラーだった
不是滾筒 是莊家來著
注：日語中滾筒與莊家發音相近"
167.28,"カジノで働くの
在賭場工作？"
170.515,"ううん かっこいい車を売るの
不是 是賣靚車的"
173.66,"それって… 車のディーラー
那就是 汽車經銷商？
注：日語中莊家與經銷商都是ディーラー"
176.61,"キミが 車を売るの
你要去賣車？"
180.31,"大丈夫 ネクタイしてるし
沒問題的 我還戴著領帶呢"
184.355,"あ… なんでキミを雇ったんだろう
哎 人家怎麼會雇了你呢"
188.555,"あ～あ 楽しみだなぁ
啊啊 好期待啊"
191.715,"なにをするのかなぁ
會做些什麼呢"
195.86,"売るんじゃない 車を
不是賣車子嗎"
221.155,"あれ お客さんですか
啊 您是客人嗎"
224.295,"えっ そうだけど
呃 是的"
228.205,"いらっしゃいませ
歡迎光臨"
231.11,"キミは
你是？"
233.35,"新しく入った パンダです
我是新來的熊貓"
236.79,"はぁ そう じゃあちょっといいかね
哦 你能給我介紹一下嗎"
239.845,"ちょっとだけならいいですよ
一下的話可以哦"
244.735,"なんですか
介紹些什麼啊"
247.64,"あぁ この車 オプションはなにがあるのかね
啊 這輛車都有哪些配置啊"
251.185,"オプションってなに
配置是什麼"
252.8,"あ…
這個…"
257.35,"え～っと… エアバックはついてるのかな
那…有氣囊嗎"
261.685,"バックしますよ させますか
可以倒車哦 需要我倒給你看嗎"
265.125,"えっ… じゃあ燃費は
厄…那油耗怎麼樣"
268.705,"もっと違う質問ないですか
您能問些我回答得了的問題嗎"
275.92,"例えば
比如說？"
278.725,"パンダのこととか 竹のこととか
關於熊貓的啦 竹子的啦"
282.88,"だれか… 他の人いないかな
還有別的銷售嗎"
285.485,"どっちが聞きたいですか
您想問哪方面的問題啊"
286.935,"え
哈？"
289.255,"どっちが聞きたいですか
您想問哪方面的問題啊"
292.27,"あぁ… じゃあパンダ
啊…那就關於熊貓的吧"
300.025,"パンダは… こんな感じでぇ～す
熊貓的話…就是這個樣子的哦～"
305.2,"あぁ… かわいいは かわいいんだけど…
恩…可愛倒是挺可愛的…"
307.685,"ハッハハハ… 困ったなぁ
哈哈…可我無福消受啊"
313.365,"辛抱強いお客さんだね
那位客人的忍耐力真是非凡啊"
316.485,"自然体って大事だよねぇ
原生態可是很管用的呢"
320.485,"それが通用するのは動物園だけじゃない
那只在動物園才適用吧"
323.785,"車だって売れたよ
車子也賣出去了哦"
326.335,"えっ どうやって
啊 怎麼賣出去的"
329.145,"だから自然体だよ
都說了靠原生態嘛"
342.53,"これでも起きないって すごいなぁ…
這樣都睡不醒真厲害啊"
351.095,"なんでパンダが乗っかってるの
怎麼熊貓躺在上面啊"
352.705,"えっ…
啊…"
355.395,"こ… このように
是…是這樣的"
357.87,"パンダを乗せてもヘコまない 強靭なボディー
我們家的車車身堅固 就算熊貓躺在上面也不會壓垮"
360.92,"眠りを妨げないエンジン音は
發動機聲音也很輕 在一旁睡覺都沒有任何問題"
363.835,"他社と比べて 頭１つ 抜きんでております
這點比其他品牌都勝出一籌呢"
372.865,"気持よさそうだね
看起來睡得挺香的嘛"
374.69,"ですね
是呢"
378.165,"ちょっと乗ってみていい
能試駕一下嗎"
380.57,"ありがとうございます
謝謝惠顧"
383.22,"店員さんの手柄じゃない
那不是店員的功勞嘛"
386.565,"でも 僕のおかげだって 褒められたよ
可是 人家也表揚我了嘛"
390.015,"売り上げがあがったって
說是托我的福 銷量上漲了呐"
392.745,"また 車の上で寝てくれって
還讓我以後繼續在車上睡覺呢"
396.22,"販売員というよりは マスコットキャラだね
與其說是銷售員 不如說是吉祥物吧"
399.73,"まあ 上手くいってるみたいでよかったね
不管怎樣 工作順利就好啊"
402.585,"それで 転職したんだ
所以啊 我跳槽了"
404.575,"なんで
為啥"
407.605,"お得意様の社長さんに 気に入られて
我被客戶公司的社長看中"
411.625,"そこの会社で 働くことになったんだ～
要到他公司去上班了呢"
414.77,"今度はどんな仕事なの
這次是幹什麼工作"
418.235,"ウリウリカイカイみたいな仕事だよ
好像是買買賣賣的工作哦"
