1.54,五彩繽紛 平行世界
4.315,夢幻奇跡 大飽眼福
6.0,OP
8.9,同住一個星球的我們 拉起一個圈 拉起一個圈
8.0,END
13.45,一個大大的圓圈
27.5,呐 時不時的 過來玩玩吧
32.88,這裡啊 能讓你忘記時間的流逝呢
39.365,不管是願望 自言自語 還是信念
44.125,只要給口袋施加魔法
48.88,就全都變成雪白的絨毛 軟綿綿
52.275,手握馬克杯
56.01,耳邊傳來孩子們的聲音
61.89,轉起來 Rough & laugh for you
64.705,轉起來 Loop & Loop do you?
67.48,聚起來 再散開
70.145,笑靨如花
72.985,五彩繽紛 平行世界
75.76,夢幻奇跡 大飽眼福
80.37,同住一個星球的我們 拉起一個圈 拉起一個圈
84.915,一個大大的圓圈
102.42,"パンダくんのおわび
熊貓的道歉"
106.225,"笹子さん
笹子小姐"
108.47,"たまには カフェモカじゃないやつ 頼みたいんだけど
今天偶爾不想點摩卡咖啡了"
110.915,"何か お勧めある
有什麼推薦的嗎"
112.66,"そうですね～
推薦嗎…"
114.86,"カフェモカで いいんじゃないですか
摩卡咖啡不是也挺好的嗎"
116.96,"笹子さん
笹子小姐…"
118.71,"もうちょっと考えようよ
你就不能再好好想下嘛"
120.28,"できた
做好了"
121.69,"なに
什麼啊"
123.42,"新メニューで出そうと思って
即將推出的新品"
126.045,"食べる カニパン
嘗嘗嗎？螃蟹麵包"
128.045,"カニパン
螃蟹麵包？"
130.84,"じゃあ それもらおうかな
恩 那就來一個吧"
135.675,"焼きたてだよ
剛烤好的喲"
138.095,"パンってさ
話說麵包這東西"
140.425,"基本 リアルさいらないんじゃないかなぁ
基本上不需要這麼逼真吧"
143.125,"タラバガニのほうがよかった
做成阿拉斯加帝王蟹會更好一些？"
146.19,"種類じゃなくて 表現の問題かな
不是種類的問題 是表現手法的問題吧"
155.335,"どうしたの パンダくん
怎麼了 熊貓"
158.005,"どうしてもバイト行きたくないんだよ
打死也不想去打工啊"
161.42,"ペンギンさん 代わりにバイト行ってくれない？
企鵝先生 替我的班好不好"
164.905,"キミ… 年中 そんなこと言ってるね
你啊 一年到頭都是這幾句呐"
168.265,"いつもは ただの行きたくないだけどね
以前嘛也只是說說而已啦"
171.34,"今日のはほんとに行きたくないんだよ
今天是真心不想去啊"
174.94,"はい そうですか 代わりに バイト行きましょう
哦 這樣啊 那我去替你吧"
178.805,"なんて言う人は 世界中探してもいないんじゃないかなぁ
能這樣說的人估計就是一腦殘吧"
187.775,"青いバンダナ シュッとほどいて…
輕輕滴解開~~ 偶滴藍色頭巾"
192.37,"意外に近くにいたね
腦殘居然近在咫尺呐"
195.85,"キミ シロクマくんにちゃんとお礼言ったほうがいいよ
你啊 應該好好向白熊道謝才是啊"
199.09,"うん そうするよ
嗯 我會的"
201.09,"ワクワク
激動激動…哦？"
203.875,"ちょっと止まって
稍等一下"
206.755,"何か
什麼事？"
208.37,"あなた… 名前は
你叫什麼名字？"
210.86,"パンダです
我叫熊貓"
213.875,"なにあれ
呀 那是什麼啊"
219.125,"で 名前は
你叫什麼名字？"
221.235,"パンダです
我叫熊貓"
223.735,"だから こんなパンダがいるわけ…
所以說 怎麼可能有你這模樣的熊貓…哦？"
229.085,"ね
有的嘛"
231.8,"免許証 見せて
請出示駕駛證【免許証（めんきょしょう）】"
236.63,金粉秀：將金粉塗滿全身的表演- -?
235.85,"金粉ショー
金粉秀？【金粉ショー（きんぷんショー）】"
237.51,"免許証
駕駛證"
239.725,"鷹匠
訓鷹人？【鷹匠（たかじょう）】"
241.48,"免許証…
駕駛證"
244.05,"マグロ解体ショー
金槍魚解體秀？【マグロ解體ショー（マグロかいたいショー）】"
246.785,"免許証！
駕駛證"
248.76,"仕事熱心ですね
真是盡職盡責呢"
250.565,"どういたしまして
多謝誇獎…"
255.32,"シロクマじゃないですか
你不是白熊嘛"
258.11,"シロクマです
我是白熊"
264.515,"紛らわしいこと やめてくださいよ
不要再搞cosplay了哦"
267.535,"すみませんでした
對不起"
270.37,"ほら シロクマさんも
好了啦~ 白熊先生也快點道歉"
272.745,"すみませんでした
對不起"
278.56,"だから ダメですって 言ったじゃないですか
所以嘛 都說了這樣行不通的嘛"
281.98,"今度から 歩いて行くよ
下次走著去"
284.835,"そういう問題じゃありません
不是這個問題啦"
287.75,"それで パンダくんは
那後來 熊貓呢？"
291.23,"半田さんから電話があって 動物園に行きました
接到半田先生的電話後就去動物園了"
296.855,"ごめんね シロクマくん
對不起 白熊"
300.175,"いいの いいの パンダくんのせいじゃないから
沒事沒事 又不是熊貓的錯"
304.88,"ねえ シロクマくんが 懲役刑になった おわびにさ…
那個 為了向被判了刑的白熊表示歉意…"
308.185,"職務質問
你是說員警盤問的事？"
309.395,"うん
嗯"
311.695,"職務質問になった おわびにさ
為了向被盤問了的白熊表示歉意"
315.22,"明日は１日 僕がカフェの仕事するから
明天一天我來咖啡廳工作"
319.005,"シロクマくんは１日休んでよ
白熊你就休息一天吧"
321.6,"え
誒？"
323.305,"ね
好嘛"
325.175,"シロクマくんは 休んでて
白熊就歇息著吧"
327.88,"どうしたの パンダくん
怎麼了 熊貓"
339.35,"それじゃ いってきます
那我就出門了"
341.255,"じゃあね
再見"
342.34,"シロクマさん
白熊"
344.065,"ほんとに行っちゃうんですか
你真的要去休假啊"
347.455,"パンダくんに任せとけば 大丈夫 大丈夫
只要交給熊貓就沒問題 沒問題的"
350.585,"おもしろがってません
不是在看熱鬧？"
353.665,"任せたよ
交給你了"
355.11,"うん
好"
360.67,"じゃあね
再見"
361.93,"なんで飲んでんだよ？
怎麼現在就開始喝起酒了啊"
364.285,"俺が ずっと 運転になっちまうじゃねえかよ
我豈不是要一個人開全程嗎"
366.64,"しようがねえな
真拿你沒辦法"
370.92,"いってらっしゃ～い
一路順風"
