0.0,-----OP----- *** -----ED----- *** -----TEXT-----
1.545,五彩繽紛 平行世界
4.32,夢幻奇跡 大飽眼福
8.9,同住一個星球的我們 拉起一個圈 拉起一個圈
13.45,一個大大的圓圈
27.5,呐 時不時的 過來玩玩吧
32.88,這裏啊 能讓你忘記時間的流逝呢
39.365,不管是願望 自言自語 還是信念
44.125,只要給口袋施加魔法
48.88,就全都變成雪白的絨毛 軟綿綿
52.275,手握馬克杯
55.99,耳邊傳來孩子們的聲音
61.89,轉起來 Rough & laugh for you
64.705,轉起來 Loop & Loop do you?
67.48,聚起來 再散開
70.145,笑靨如花
72.985,五彩繽紛 平行世界
75.76,夢幻奇跡 大飽眼福
80.37,同住一個星球的我們 拉起一個圈 拉起一個圈
84.915,一個大大的圓圈
102.28,＜グリズリーくんの冬眠準備＞ *** 灰熊的冬眠準備
109.14,すげえな パンダって。 *** 熊貓就是牛逼啊
111.54,冬はあんな感じなんだな～ *** 原來它們冬天是這麼過的啊
126.665,ご飯の時間… って何やってるの!? *** 該吃飯了哦...你…你們在幹嘛呢
130.78,あ 半田さんいいところに。 *** 啊 半田先生 來的正好
136.67,お茶 いれてきてよ。 *** 給我倒杯茶吧
138.84,もう! *** 真是的
141.465,コタツに入ったままのパンダなんてどこの動物園にいるの! *** 你見過哪個動物園有窩在被爐裏的熊貓啊
145.055,大丈夫だよ。 *** 沒關係的哦
155.17,かわいく入るからさ～。 *** 我就算窩在被爐裏也可以賣萌撒
157.72,大丈夫じゃないでしょ! *** 沒關係你妹啊
159.37,ダメ 出なさい! *** 不行 給我從被爐裏滾出來
161.475,だってさ パンダくん。 *** 熊貓 你瞧半田先生都這麼說了嘛
164.975,若者は タイヤで遊んだらいいよ。 *** 年輕人就應該去玩輪胎
168.32,私は もうちょっとコタツで…。 *** 我就在被爐裏再多呆會兒…
170.765,常勤パンダさんもダメ! *** 常勤熊貓 你也給我滾出來
172.99,えっ そうなの? *** 誒 怎麼連我都不放過
175.515,コタツは 禁止です! *** 這裏禁止被爐
176.77,え～っ! *** 哎~~~?!
180.0,-----STAFF-----
180.535,笹子さん。 *** 笹子小姐
181.805,何ですか? *** 啥事啊
184.56,こうやってパタパタさせるのと *** 我這樣撲騰
187.53,こうやって パタパタさせるの *** 和這樣撲騰
189.955,どっちが かわいいかな? *** 哪種更可愛一些啊
197.08,その問題は一度 持ち帰らせてもらっていいですか? *** 這個問題可以讓我帶回家慎重考慮一下嗎
200.495,パッと答えるんで いいんだけど。 *** 即興作答就好了嘛
203.465,ヒマな時間に なんとなく話す雑談だからさ。 *** 反正只是為了打發時間 沒話找話
207.07,じゃあ どっちもかわりません。 *** 我覺得 哪種都一樣
210.075,ああ そう…。 *** 啊 這樣啊
213.725,ハァ…。 *** 哈…
219.94,どうしたの? パンダくん。 *** 怎麼了 熊貓
223.36,半田さんのことがわからないよ。 *** 我已經看不透半田先生了
225.705,何があったの? *** 出什麼事兒了
230.36,あのね…。パンダコーナーにコタツは ダメだっていうんだ～。 *** 聽我說 半田先生居然禁止我們在熊貓園用被爐呢
235.125,笹子さん カフェモカおかわり。 *** 笹子小姐 再來一杯摩卡咖啡
237.61,聞いてよ。 *** 聽我說嘛
240.02,キミの 話聞いて 損しちゃったよ。 *** 我就不該聽你說
243.37,じゃあ ペンギンさんのしたい話でいいよ。 *** 那就聊聊企鵝先生想聊的話題吧
246.81,何の話してたの? *** 剛才你們聊什麼來著
250.675,こうやってパタパタさせるのと *** 像這樣撲騰
254.34,こうやってパタパタさせるの *** 和這樣撲騰
257.275,どっちがかわいいかって。 *** 哪個更可愛
260.43,いいよ笹子さん もうその話は。 *** 行了笹子小姐 這個話題就此打住
264.23,ところで 今日は シロクマくんは? *** 話說回來 白熊今天去哪兒了
266.59,買い物に行くって。 *** 它去購物了
268.485,買い物? *** 購物?
278.075,だいぶ 寒くなってきたな。 *** 冬意漸濃了呢
281.305,グリズリーくん いつから冬眠するの? *** 灰熊 你什麼時候開始冬眠
284.24,冬眠っつうか *** 冬眠嘛...
285.94,正確には 冬ごもりだけどな。 *** 準確地說也就是窩在床上睡一個冬天
289.425,今週中には 入らねえとな。 *** 這周不抓緊就來不及了呢
292.495,（注：ZONHA推薦；今冬床上用品展銷；給您的臥室帶來更高檔次的睡眠；酣睡）
298.52,おっ この枕よさそうだな。 *** 這個枕頭看起來不錯嘛
300.69,低反発だってよ。 *** 還是慢反彈的呢
305.96,いや こっちの磁気のほうがよく眠れるかな。 *** 不過 這個磁力枕頭睡著更舒服吧
310.485,ヒノキを使った枕もリラクゼーション的には いいよな…。 *** 而且用樹脂作的枕頭也有助於放鬆吧
315.21,ああ。 ねぇ グリズリーくん。 *** 我說 灰熊
317.37,う～ん? *** 嗯?
320.1,プリンアラモード 食べに行こうよ。 *** 咱們去吃布丁帕妃吧
322.03,あとでな。 *** 過會兒再說吧
323.88,寝てる期間が長いからよ *** 畢竟一睡就是一個冬天
326.4,枕は 真剣に選ばねえと。 *** 枕頭必須得精挑細選才是
330.565,じゃあ 氷枕がいいよ。 *** 那 我推薦冰枕
332.94,というか 氷がいいよ。 *** 不 直接枕冰塊就好了
335.49,お前とは違うんだよ。 *** 我不是你好不好
337.65,氷でなんか寝たら死んじまうよ。 *** 睡在冰塊上會死的啊
342.91,ソバガラって手も あるな。 *** 還有蕎麥殼的呢
346.66,発泡ビーズか。 悪くねえ。 *** 發泡顆粒枕看起來也不錯呢
350.825,かってえな～ おい。 *** 這個好硬啊…
352.6,って こら～! *** 嚇!!給我滾一邊去
353.58,ねぇ。 *** 我說
354.66,もう あとでになった? *** “過會兒”已經到了嗎
356.6,紛らわしいことすんな! *** 別在這兒瞎攙和
358.195,小学生か! *** 你是小學生麼
360.74,プリンアラモードはあとで食いにいくから *** 過會兒肯定去吃布丁帕妃
363.29,今は 枕に集中させてくれよ! *** 現在就讓我專心挑枕頭吧
366.62,じゃあ グリズリーくんのおごりね。 *** 那 你請客
369.96,なんで俺がおごらなきゃいけねえんだよ。 *** 我為啥非得請你啊
373.28,わかったよ。 静かにしてろよ! *** 好吧 就這麼說定了 給我安靜點啊
374.845,うん! *** 好
377.875,シ～ン。 *** 噓~~~~
380.15,だから やめろ それ! *** 都說了不要玩那一套
387.325,いただきま～す。 *** 我開動了
394.925,まだ 決まらないの? *** 還沒決定下來麼
397.105,そう簡単にいくか。 *** 哪有那麼容易
400.12,冬眠には 枕選びが大切なんだよ。 *** 冬眠品質關鍵就在於枕頭的好壞啊
402.63,うん そうだね。 *** 嗯 說的是呢
