1.74,历尽艰辛来到这家咖啡厅
3.51,Lucky Boys and Girls
5.89,我会用精致豪华的菜肴款待你们
9.455,Oh Just for You  请一定 一定来尝尝
13.04,敬待与你相遇的那一天  谢谢
16.96,结局南极北极都不对 Tell Me
20.985,一定存在于世界的某处
25.735,传闻中的咖啡厅到底在何方 Research
32.095,就在彼时  邮箱里的白色信封
39.665,其中深藏的是  他的秘密食谱
47.815,来了！(゜▽゜*)♪  给我的招待券
55.26,世界期待着交流
60.02,历尽艰辛来到这家咖啡厅
61.98,Lucky Boys and Girls
64.465,我会用精致豪华的菜肴款待你们
68.115,Oh Just for You 请一定一定来尝尝  能消释白天的疲倦
71.91,留下治愈的笑容  谢谢
74.945,喝吧  摩卡  拿铁  欧蕾咖啡  茶
78.335,再加上冰激凌和松饼
82.105,喝吧 草莓 芒果 奶昔
85.66,偶尔吃点竹子  可以减肥
88.255,谢谢  谢谢  谢谢
102.92,"半田さんの合コン？
半田先生的联谊？"
111.575,"すみませんでした
十分抱歉"
114.215,"どうしたの？
怎么了"
116.48,"いつものって頼んだらさ
我说了照老规矩"
118.9,"餃子が出てきたんだよ
结果她居然给我端来了饺子"
121.815,"僕　カフェで餃子頼んだことあった？
我在咖啡厅里点过饺子吗"
125.05,"ありませんでしたっけ？
好像没有点过"
126.765,"ないでしょ
没有吧"
129.07,"餃子…　メニューにないでしょ
菜单里没有饺子吧"
131.725,"はい…
是的"
135.43,"わざわざ　作ったの？
特意做的？"
137.08,"はい
是的"
138.755,"笹子さん　偉い！
笹子小姐好厉害"
141.4,"褒めるところかな？
还夸她？"
143.345,"おいしいよ
很好吃哦"
144.65,"ホントですか？
真的吗"
146.255,"喜ぶところかな！？
不是该高兴的时候吧"
149.22,"まぁ　いいや　いつものくれる？
算了　照老规矩上行吗"
151.145,"うん
好"
158.065,"何　これ
这是什么"
159.34,"餃子定食
饺子套餐"
162.575,"頼んだことある？
我有点过吗"
163.665,"ないね
没有"
167.27,"遊んでる？
玩我？"
168.17,"うん
对啊"
171.185,"はぁ…　疲れた
啊　累死了"
173.625,"バイト　お疲れ
打工吗　辛苦了"
175.835,"いつものちょうだい
老规矩"
177.555,"いつものね
老规矩是吧"
179.69,"笹子さん　餃子定食
笹子小姐　饺子套餐"
182.88,"はい　竹大盛りとアイスコーヒーね
好的　大份竹子和冰咖啡是吧"
189.275,"ねぇねぇ　聞いてよ　今日ね…
喂喂　听我说　今天啊"
200.58,"え～？　もう　こんな時間？
诶　已经这个点儿啦"
204.735,"まだ眠いよ もうちょっと寝よう
我还困着呢　再睡会吧"
214.935,"ちょっと待って！
等一下"
217.68,"二度寝の話がしたいの？
你想说的是睡回笼觉的事吗"
220.91,"どっから話そうかなと思って
我不知道该从哪儿开始说起啊"
223.68,"もうちょっと　まとめてから 話してくれる？
你想清楚了再说行么"
225.78,"ヒマじゃないんだから
我没那么闲"
227.745,"うん　わかった
嗯　明白了"
233.61,"桐野君　おはよう
桐野　早上好"
236.25,"おはよう　パンダ君
早啊　熊猫"
238.81,"って…　早くないよ　遅刻だよ？
话说　已经不早了　你迟到了哦"
249.945,"半田さんのお弁当だ 開けてみよう
这是半田先生的便当呢　打开看看吧"
253.17,"ダメだよ　パンダ君
不可以哦　熊猫"
255.08,"ちょっと開けるだけだよ
只是打开看一下啦"
256.93,"ダーメ！
不行"
263.875,"ダメだからね
不可以哦"
274.005,"開けるだけだよ
只是打开看一下下而已"
283.77,"なんて　茶色いお弁当なんだろう
怎么都是茶色的呢"
287.295,"おばあちゃんのお弁当みたいだ
就像老奶奶的便当一样"
289.63,"ちょっと待って！
等一下"
291.71,"お弁当の話がしたいの？
你想跟我说关于便当的事吗"
295.23,"もう まだ　話してる途中なんだから
真是的　我还没有说完呢"
298.785,"頼むよ！ ヒマじゃないって言ってるでしょ
拜托你啊　都说我没那么闲了"
300.92,"ヒマでしょ？
其实你很闲吧"
303.745,"いつも　ここにいるじゃない
要不怎么总是在这里待着"
306.86,"ペンギンさんって ふだん　何してんの？
企鹅先生　你平时都做些什么呢"
310.175,"い…　いいから 早く本題に入ってよ
别…别废话了　快说正事吧"
313.18,"わかったよ
知道了"
320.08,"パンダ君　今日は午後から小学生の団体が来るから
熊猫　今天下午有小学生们要来玩"
323.61,"サービスしようね
记得多配合啊"
326.93,"はい　いつもより多めに　ゴロゴロしま～す
好　我会比平时多滚几圈"
335.89,"ねぇ　常勤パンダさん
那个　专职熊猫"
337.57,"何？
什么"
340.385,"今日　半田さんの お弁当見ちゃったんだけどね
今天我看了半田先生的便当"
